Asin,Set_Price
B07KYQLY8L, 55.50
B072HSPMG9, 79.41
B00VGQQIB2, 19.84
B07TGKYN2G, 56.74
B07DHRMKFY, 18.34
B07B7XV714, 17.22
B001PAQ6YI, 15.39
B07YBR13J8, 23.10
B003A5ZBY2, 36.63
B08BRYT5Y4, 20.15
B0751XSLGC, 55.44
B07WSJGQ3B, 47.91
B00XP5CYQ0, 38.52
B004LRAHT2, 23.09
B00NBY5SNG, 18.67
B00KPPXWJ6, 88.74
B07MVHJ6JN, 25.24
B01DM43VLA, 21.80
B07P8G9LT6, 22.93
B08HVP8Z33, 24.12
B07BYC317M, 32.95
B072N5MCYG, 112.16
B013JM3I72, 35.32
B01MZ74PGL, 32.76
B071WCN9KM, 27.49
B000KJMCJS, 29.13
B00975VA12, 17.05
B07N1B3S1Q, 17.43
B073W2FFHV, 15.11
B096KMRFDV, 36.93
B06XKQHJQW, 38.76
B07W8WHMBR, 51.55
B093BQ9CWQ, 18.21
B00008XX09, 39.59
B003AKCQXQ, 14.83
B01AT3JX78, 29.44
B0B85Q1B8B, 15.39
B07TT5RHYP, 139.14
B0047ZGAW6, 51.67
B000ODLYZI, 20.72
B07G2JQHYF, 16.44
B00462QP1G, 38.30
B0BQ1XJ57L, 49.84
B072LPCQLP, 15.70
B076DL7YHR, 40.65
B00MN0YD3U, 29.04
B0B83YDQTM, 23.58
B09DLD9Q9J, 27.15
B0B8HRV2T6, 38.13
B07S63Q2YG, 57.74
B07Y3V6QSX, 63.74
B000C3PUN2, 23.64
B00K86U3IU, 14.91
B008FOF86E, 17.99
B07WCBDN7F, 65.86
B004LO7E5A, 33.83
B0BV7GSJKC, 42.82
B009NPHRUE, 13.13
B0BLWDSJG1, 34.01
B09G6ZL35X, 80.93
B0BBSVSHSM, 14.24
B071NQFN5D, 19.25
B0B18X334Q, 37.19
B000P1PZMC, 17.09
B07JHX6ZDH, 37.83
B00CS2XBOU, 21.99
B0BHJFLNV9, 24.29
B0BZ8LM4MQ, 13.86
B06WVHVPBV, 49.49
B00004S1AS, 22.62
B08XZHTYPV, 118.66
B086RF6YJQ, 63.70
B08W8JH937, 33.80
B01I3GV5N8, 38.49
B00462QP0C, 23.38
B00R7HL7X8, 21.19
B084ZPYZ3L, 139.25
B0BG5BJCD7, 20.82
B07NY13TVS, 20.48
B01MA6CY8L, 24.11
B009BEO81I, 60.22
B07NLR6DSH, 27.42
B07GRQSHNJ, 76.45
B0BW48G1JY, 74.07
B09BSY5HRP, 28.81
B07B9453S5, 38.04
B09MTPSFZL, 72.15
B08QH33284, 27.14
B01EZADFW0, 19.05
B091JNMX15, 45.09
B008AHSHOQ, 20.19
B0C5GBXZZN, 163.58
B07GT6WCJR, 40.58
B00133KRK6, 16.44
B00CHT9E7M, 56.44
B01LON9XWM, 25.54
B0936ZNGXT, 44.32
B00PRZQGC4, 20.81
B001A4XDBS, 24.88
B00EB1O2V2, 23.34
B07LCLK791, 53.50
B0D2KY7JG2, 87.99
B07G364YHX, 122.96
B076QJPWFZ, 23.60
B0020RY2J6, 74.25
B07YYTJW4G, 19.92
B01LZT2YEU, 57.02
B07JHHJ47Z, 25.87
B07W4DGFSM, 47.25
B000OIDOWE, 14.60
B0BTTLS5B2, 44.85
B081SHD773, 53.32
B079T2QCFZ, 19.15
B0BTPZF6P1, 103.95
B0BZPSDCJZ, 62.91
B09ZGS2B2M, 23.28
B07QSC92NG, 91.85
B0030LLPFK, 19.25
B00IYATO9G, 23.65
B0BPC32YZ1, 51.87
B08CY6BCXT, 19.20
B00HVLUR86, 82.03
B0BFBDT2D2, 81.95
B07NX6VTKF, 76.65
B005EHILV4, 32.45
B08KXVYGSF, 49.02
B000WITGQO, 76.45
B004Z022WU, 37.35
B0BP7WPN1W, 16.47
B08FDPBLVL, 19.24
B07HKWSWG8, 39.29
B079GC95S4, 41.77
B0BPC8ZZK5, 27.49
B07N1HGVNS, 58.56
B07XCL6PWG, 46.75
B0B8GRCXB6, 55.62
B08GMBRZQH, 15.93
B0BR55ZB9T, 52.25
B07WJZCPT3, 48.76
B0000AQRST, 57.75
B000GUBOYU, 65.45
B07JH148DF, 39.54
B00WT3DPKI, 25.30
B0045O174A, 41.31
B083QMBM5H, 80.76
B01N10P0UG, 17.55
B097Q231NL, 17.57
B08NT44JSH, 47.76
B002KDN9AI, 18.63
B00HVLUR18, 31.35
B01MRZ3A1O, 72.26
B07NZ7QY6J, 17.67
B09TPRPDF9, 27.49
B08952CD8W, 16.46
B093QG1Y8C, 151.68
B09TKYXB7Y, 24.33
B072R3MNMJ, 16.49
B09NLQC6G1, 22.02
B097B9BVNL, 15.83
B09TPTD7X2, 28.99
B0BBRXR3QP, 18.14
B0CHW9DZMW, 16.55
B084BNW2PW, 15.39
B0C37BBD9V, 17.07
B0BSXKTRYZ, 21.00
B0CWP4DZ62, 154.85
B09RNGP5G6, 35.19
B07BN2TXBH, 14.88
B097Y3SYPD, 48.50
B083XR4H78, 15.43
B0CFVYSZPD, 24.19
B004O0TOU4, 20.34
B0CFVWNMW6, 22.00
B0CLVJ568P, 19.75
B0BBRW2S7T, 19.23
B07DYGD8CH, 25.98
B09TKYZLLT, 29.65
B0CFVZ4D1K, 17.60
B0CJRWV9FM, 61.53
B0CPH87KWV, 15.75
B01J41MPF8, 15.94
B0CQ8QGH6K, 26.19
B00HS9S4ZE, 16.30
B07TRG2Y58, 17.20
B083MV7R6M, 31.87
B0BX4QQQF8, 18.29
B09DPSTQ1P, 17.83
B0933HBG15, 15.38
B07FNVFZHN, 16.89
B07KXXCGQ7, 18.64
B0001D9JE4, 18.52
B098FHMMMY, 28.94
B07MGDRBBF, 28.80
B007P13SJW, 38.60
B009I4A1TE, 20.19
B08LL779NP, 16.49
B00UHE4ICK, 17.31
B0CKVXYPWG, 18.56
B082L1VGM4, 27.85
B00292ANOA, 17.95
B075KXGMNL, 35.10
B0B5B38JVP, 141.31
B07L61MPR1, 30.56
B0B7P9R373, 59.98
B07GSG94J6, 16.49
B0B25RV8VG, 20.35
B0CF2QRZH9, 28.02
B000XYHYI4, 33.78
B076PZZ3SX, 35.75
B07KXHZ2GJ, 21.51
B071KW94ZC, 16.04
B000VZERE4, 18.68
B073ZJ43L1, 87.87
B075V7NRBB, 28.62
B0CPFT191B, 69.43
B08H5P7C2G, 19.70
B07RY1VR6G, 25.59
B00LUGLSB8, 18.51
B07CZ15BJC, 63.84
B0BWKWSH6W, 59.39
B082TGJNST, 63.64
B0B21RDZFX, 36.24
B0B132QZH8, 16.49
B00UAO1XPW, 20.66
B00AXXTJY2, 41.21
B0035VP9TI, 21.99
B08KY32HFR, 191.04
B0C9P9DPV3, 33.34
B0BD43SMHD, 34.50
B012NOGGHQ, 20.70
B095HBV2WV, 26.42
B07B7NXD86, 18.73
B000OKLKKK, 24.15
B09P9MBJVV, 15.37
B00GI2W6FQ, 31.44
B08NF5ZKC9, 23.56
B07GSYLYSM, 32.77
B09VCJF97Q, 27.45
B0009U5OSO, 39.05
B0C6F9ZY7D, 25.55
B001ET6P9G, 16.62
B00DGBJJOS, 20.78
B075QCBS5J, 44.51
B0BBMX16RG, 60.86
B07XVQJ5DB, 97.59
B015O5PH6M, 17.45
B07FRGMPFJ, 16.53
B082XRQ6FF, 16.19
B092ZDVNBN, 51.07
B01GGKMA00, 40.21
B0CDXRHHJ9, 20.24
B01MDRE8MZ, 15.31
B07D1BD6C7, 25.85
B08555P95W, 43.94
B08SR7HKCQ, 27.31
B073ZGMVPD, 44.76
B086RGYBY9, 19.34
B01ISTEGR2, 20.31
B0D3RCFM2F, 26.95
B01AWE217S, 24.87
B0BTHRNB8P, 49.05
B0CGMBN8Z9, 55.26
B0093RMTY6, 54.92
B00BTFDF66, 19.87
B09SPZBGX8, 54.57
B07ZJVVXSX, 42.34
B0752GT4NG, 37.48
B0B9PT1QW2, 57.67
B0BMWKKGM8, 15.86
B06WWJ4KC5, 30.26
B0CF2T7GVJ, 19.35
B09DT61JQJ, 97.86
B07VNTFHD5, 79.30
B08M1YDZ8M, 22.30
B0BQWJSZQ4, 106.21
B06XGDTGYW, 18.66
B082TCXLLY, 30.47
B09NLSGKQY, 19.00
B086PBCTY1, 46.55
B075MWL6GG, 32.77
B088PJ9V5C, 46.72
B09KQ2VJCW, 75.64
B07Y3SNPSS, 54.99
B0001E3RBY, 43.60
B01N6L6TEN, 60.08
B08ZV5F5BQ, 52.59
B075MWKRZG, 48.58
B00LTT16WC, 42.30
B0771ND3VV, 62.47
B09STG81M2, 15.69
B0C3RWVQYS, 134.16
B07GB332WB, 22.88
B006905C8U, 22.11
B0001P4S7A, 19.09
B002EP7WX2, 30.14
B07JHD1H82, 18.87
B08CRTKLX4, 66.10
B08HK2BCGV, 56.70
B0052VK6HY, 47.36
B00UFT6EHY, 42.41
B0CQPM89H9, 75.71
B096YPNVBP, 37.95
B0000ACOV0, 43.98
B07YVNMJLJ, 109.99
786967889, 21.88
B06X96P3HV, 28.57
B0BLFG958X, 15.38
B09ZLJGLC5, 38.04
B002J78TRI, 18.87
B0C87TSY5P, 18.22
B081ZHVC37, 22.53
B0B8DYXH92, 15.88
B08JQYQY8X, 59.55
B003VZO4BM, 34.27
B077Y8SJQM, 33.00
B0098MGWA8, 74.46
B09WG1GHQH, 25.06
B086W7VGNQ, 60.95
B086NHM33N, 32.99
B00XLUA31C, 65.45
B014HAQQ2E, 71.62
B09KVCT8KN, 54.59
B08L669JY1, 56.05
B00V3B4B0U, 22.67
B01GT4KH5I, 22.13
B0BPCDR25J, 21.14
B09P494XXM, 28.06
B00FEG8BRO, 25.43
B0BG8BMZ34, 101.75
B07B4SDTQB, 21.88
B004C12S0I, 17.29
B008VOEC5G, 27.47
B0BNJ26TZW, 38.17
B09S1194Z2, 37.95
B06XVTP54K, 21.60
B0BQWXHJBW, 29.00
B08GL13KJP, 48.95
B0B21PJRX9, 79.68
B076B5VS85, 19.19
B01IR93B3S, 54.99
B07JBLZCYM, 13.44
B08HV573G2, 17.40
B0843TJPFF, 17.54
B002AN76UW, 50.89
B07MZ7T2NB, 33.45
B06XHY64MC, 131.94
B00KHFOBPS, 26.30
B075V9FXSL, 19.96
B0BNZ6WVZB, 51.25
B01BPFMQG4, 46.21
B00359O126, 20.88
B07M6QQCWM, 16.54
B07KCFM8KL, 16.84
B00B8TY6C0, 24.76
B08CVHKRHY, 22.06
B088KTXCN3, 25.55
B097S2WBPN, 42.91
B000FIE4AE, 18.10
B074F1CZZF, 20.47
B0002VKSKO, 22.34
B074FZK7S5, 37.14
B01AI2PS1A, 70.05
B09QFSZK1G, 58.04
B07SRGV27G, 22.08
B08WZ3PCSX, 37.93
B00IKCY592, 23.07
B078HPC7RC, 68.22
B00LFPDZKG, 47.82
B09RVB939N, 16.07
B014URJ77U, 41.72
B0B3R39SY7, 14.82
B0CG9J1J98, 16.50
B07MN1VMQF, 40.75
B01N7BN0YF, 48.13
B0BPF2D5P9, 32.60
B0BWJZPDGF, 136.83
B0BQJ6QL7L, 113.18
B08F8BZ3DP, 19.06
B08C7Y8GRC, 56.14
B00M9A46ZY, 47.38
B0156O5DJC, 14.64
B00LL1ZA6G, 29.31
B00008XVQ8, 16.92
B0BZ8JQDMT, 13.86
B00FLLJ1YY, 26.82
B000G4XK70, 13.75
B00HER8E5A, 61.05
B07T3PMWLC, 32.97
B01IRFBXPK, 17.79
B08S4596LQ, 68.57
B07HNV9YPQ, 15.13
B09QFS26GM, 100.70
B07P8PJ1ZK, 27.60
B07N92F531, 22.08
B016BFHZX2, 19.90
B01KTQQANK, 13.75
B09T3WYLDT, 18.70
B000SHQU1S, 19.02
B0009W86EG, 15.89
B07VLP9XMP, 54.45
B09CQBCB6Y, 43.81
B00F3JGSEA, 27.45
B00MUV6VD2, 27.13
B0CN13F65C, 71.51
B0896676G9, 19.34
B07HKV9339, 59.93
B09XFKH8LP, 13.75
B01M677HD2, 22.01
B08HQYNPSY, 33.03
B089HG351D, 64.96
B00RTG0KHG, 84.84
B00XUJLZ84, 21.60
B073NQWM14, 32.49
B0B51HM5VK, 75.64
B08QNHCLBQ, 14.74
B0BPCBF77L, 76.17
B00O4ANUTK, 21.99
B08KW69LKG, 25.15
B08J7HZW77, 34.00
B000KJO9YE, 37.11
B08W4PM24H, 61.80
B081J5JGXK, 14.29
B07XVWCZ7X, 42.04
B00HNLQZXA, 18.61
B004Z0MY0A, 19.27
B07FD2VPJ3, 36.19
B0002F5CD8, 15.40
B07L6Z451S, 36.77
B00008W6IH, 18.32
B06XC58J3P, 57.74
B08C5HZJCR, 76.29
B07TRJCZG4, 77.90
B000PXY5WG, 38.70
B01N5CECIJ, 40.31
B006VGMS8E, 16.85
B0CB6XGHS3, 16.78
B0BNKKLYYY, 157.49
B09TNBXC9J, 21.49
B002XQ1YT0, 18.66
B079DT2QX4, 16.49
B096M7X1DK, 25.57
B018OLO4XU, 52.95
B00B8397PC, 38.34
B0957QNC6T, 57.03
B0CCDXRSNQ, 20.83
B071CXJH4F, 21.62
B0C1C68DYP, 39.53
B003ZDV2F6, 35.74
B08W57WHHZ, 114.96
B00MOIEFKW, 25.50
B085WCT45P, 41.46
B014LBLUC0, 20.09
B00A3AT1KM, 20.14
B0015773I4, 43.46
B00M2O3CHA, 31.12
B002YXBNFC, 16.06
B0CFXY26H1, 19.25
B09BZFQM4F, 18.40
B08FCQLHM1, 15.77
B01E5G21JM, 51.28
B07Q3Z4TTT, 83.79
B00HPXOF6K, 27.04
B005FQJUI2, 39.60
B075GHJMP9, 19.64
B0C6Y5MB4Y, 63.25
B0BSH6NW7K, 17.31
B00V4BGE7C, 17.05
B07X9MNF8V, 60.80
B0BBRWC5BX, 18.12
B0CRRWTQM9, 31.66
B0BGT24J8Z, 68.84
B0C65WQN3W, 87.25
B001NL9UNS, 76.41
B01BSKR35U, 37.02
B00331WY3E, 25.97
B079J62RX8, 61.50
B07GTD1DBC, 15.35
B0BCL4F5RR, 20.68
B076TBKNLP, 28.66
B001O7W114, 16.75
B07TWRKXCF, 185.47
B07MLXWHT8, 30.61
B0BZ8YBJ64, 70.54
B07WLYD9N9, 20.15
B0CGZNPW1R, 17.04
B01N9PVSFD, 19.11
B00ID7CACS, 15.45
B08L9PBW95, 24.44
B0BZ8P5TJD, 13.50
B078218XMK, 28.29
B0BWDVRDHC, 27.18
B08NTKCBYF, 27.42
B084HNBVTJ, 40.88
B003KM1OR8, 36.93
B07NJ7W7PQ, 39.63
B01I27Q132, 18.21
B079WGR1TM, 20.12
B07TL2GRTQ, 62.02
B073ZFGL21, 23.75
B003AVMUSQ, 15.31
B075S9SX3F, 24.37
B000WL31LC, 21.95
B07KGH73GK, 81.77
B000KJO5KM, 36.66
B0BRQ8RDPV, 40.61
B0CNFSY3Y3, 23.58
B098JNXLLJ, 40.42
B0007VTDNM, 19.95
B00MW79OJC, 13.60
B08HN6GJTN, 127.39
B072KLCM26, 17.01
B08G1SQLX4, 42.91
B005ZD1N6W, 18.69
B0798KV45V, 29.11
B0C8TJ6P4B, 28.35
B00272MWDW, 30.79
B079YX9MLR, 41.44
B0CFVYSBN3, 35.42
B003YN9L3M, 15.27
